"Query String","Search Type","Search Result","Search Result Message","Canonical SMILES","MolPort ID","Verified amount (mg)","Unverified amount (mg)","Link"
"CC(CC1NC(=O)N(C1=O)CCCCN1C(=O)c2c(C1=O)cccc2)C","EXACT","FOUND","Search completed!","CC(C)CC1NC(=O)N(CCCCN2C(=O)c3ccccc3C2=O)C1=O","MolPort-004-026-913",35,35,"https://www.molport.com/shop/molecule-link/MolPort-004-026-913"
"OC(CN1CCCCC1C)COc1cc(C)ccc1C.Cl","EXACT","FOUND","Search completed!","Cl.CC1CCCCN1CC(O)COc1cc(C)ccc1C","MolPort-004-011-908",50,50,"https://www.molport.com/shop/molecule-link/MolPort-004-011-908"
"Clc1ccc(cc1)OCC(=O)N(C(C)C)Cc1onc(n1)c1cccc(c1)C","EXACT","FOUND","Search completed!","CC(C)N(Cc1nc(no1)-c1cccc(C)c1)C(=O)COc1ccc(Cl)cc1","MolPort-001-607-765",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-607-765"
"NC(=N)c1ccc(cc1)O","EXACT","FOUND","Search completed!","Cl.NC(=N)c1ccc(O)cc1","MolPort-000-004-255",250000,250000,"https://www.molport.com/shop/molecule-link/MolPort-000-004-255"
"COc1cc2nc(oc(=O)c2cc1OC)c1ccc(cc1)OC(=O)C","EXACT","FOUND","Search completed!","COc1cc2nc(oc(=O)c2cc1OC)-c1ccc(OC(C)=O)cc1","MolPort-001-020-229",200,200,"https://www.molport.com/shop/molecule-link/MolPort-001-020-229"
"CN(CCCc1cc(ccc1O)C(=O)Nc1ccc(cc1)c1ccncc1)C","EXACT","FOUND","Search completed!","Cl.Cl.CN(C)CCCc1cc(ccc1O)C(=O)Nc1ccc(cc1)-c1ccncc1","MolPort-023-275-982",0,50,"https://www.molport.com/shop/molecule-link/MolPort-023-275-982"
"CCc1sc2c(c1)c(ncn2)NC(C(=O)O)C(C)C","EXACT","FOUND","Search completed!","CCc1cc2c(NC(C(C)C)C(O)=O)ncnc2s1","MolPort-001-998-782",5,5,"https://www.molport.com/shop/molecule-link/MolPort-001-998-782"
"[O-]C(=O)C(CCP(=O)(O)C)N.[NH4+]","EXACT","FOUND","Search completed!","[NH4+].[NH4+].CP([O-])(=O)CCC(N)C([O-])=O","MolPort-042-694-200",0,0,"https://www.molport.com/shop/molecule-link/MolPort-042-694-200"
"OC(COCCC12CC3CC(C2)CC(C1)C3)CNC(c1ccccc1)C","EXACT","FOUND","Search completed!","Cl.CC(NCC(O)COCCC12CC3CC(CC(C3)C1)C2)c1ccccc1","MolPort-002-181-595",5,20,"https://www.molport.com/shop/molecule-link/MolPort-002-181-595"
"CCCCN(c1ccccc1)C(=O)CCn1c(=O)oc2c1cccc2","EXACT","FOUND","Search completed!","CCCCN(C(=O)CCn1c2ccccc2oc1=O)c1ccccc1","MolPort-007-634-335",15,15,"https://www.molport.com/shop/molecule-link/MolPort-007-634-335"
"Fc1ccc(cc1)N1C(=O)CC(C1=O)Nc1ccc(c(c1)S(=O)(=O)N(C)C)Cl","EXACT","FOUND","Search completed!","CN(C)S(=O)(=O)c1cc(NC2CC(=O)N(C2=O)c2ccc(F)cc2)ccc1Cl","MolPort-004-036-133",75,75,"https://www.molport.com/shop/molecule-link/MolPort-004-036-133"
"Brc1ccccc1CNC(=O)C(n1nc(C)c2c(c1=O)c1ccccc1s2)C","EXACT","FOUND","Search completed!","CC(C(=O)NCc1ccccc1Br)n1nc(C)c2sc3ccccc3c2c1=O","MolPort-007-718-643",100,100,"https://www.molport.com/shop/molecule-link/MolPort-007-718-643"
"COc1ccc(cc1)n1ccnc(c1=O)SCC(=O)Nc1ccc(cc1F)Cl","EXACT","FOUND","Search completed!","COc1ccc(cc1)-n1ccnc(SCC(=O)Nc2ccc(Cl)cc2F)c1=O","MolPort-005-282-377",200,200,"https://www.molport.com/shop/molecule-link/MolPort-005-282-377"
"COc1ccc(cc1)OCC(CNC(=O)c1c(C)onc1c1ccccc1)O","EXACT","FOUND","Search completed!","COc1ccc(OCC(O)CNC(=O)c2c(C)onc2-c2ccccc2)cc1","MolPort-001-807-706",6000,6000,"https://www.molport.com/shop/molecule-link/MolPort-001-807-706"
"CCOC(=O)NNC(=O)Nc1ccccc1","EXACT","FOUND","Search completed!","CCOC(=O)NNC(=O)Nc1ccccc1","MolPort-001-823-024",1000,1000,"https://www.molport.com/shop/molecule-link/MolPort-001-823-024"
"NNC(=O)CC12CC3CC(C2)CC(C1)C3","EXACT","FOUND","Search completed!","NNC(=O)CC12CC3CC(CC(C3)C1)C2","MolPort-000-870-945",19800,19800,"https://www.molport.com/shop/molecule-link/MolPort-000-870-945"
"CCCc1nnc(s1)NC(=O)c1ccc(cc1)[N+](=O)[O-]","EXACT","FOUND","Search completed!","CCCc1n[nH]\c(=N\C(=O)c2ccc(cc2)[N+]([O-])=O)s1","MolPort-000-808-703",100,100,"https://www.molport.com/shop/molecule-link/MolPort-000-808-703"
"CCC(C(=O)O)Sc1ncccc1Nc1ccccn1","EXACT","FOUND","Search completed!","CCC(Sc1ncccc1Nc1ccccn1)C(O)=O","MolPort-002-817-782",1000,1000,"https://www.molport.com/shop/molecule-link/MolPort-002-817-782"
"COc1ccc(cc1)NC(=O)CC1N(CCCN2CCN(CC2)Cc2ccccc2)C(=S)N(C1=O)c1ccc(cc1)Cl","EXACT","FOUND","Search completed!","COc1ccc(NC(=O)CC2N(CCCN3CCN(Cc4ccccc4)CC3)C(=S)N(C2=O)c2ccc(Cl)cc2)cc1","MolPort-007-591-282",200,200,"https://www.molport.com/shop/molecule-link/MolPort-007-591-282"
"O=C(CN(C(=O)c1ccc(cc1)S(=O)(=O)N1CCCC1)C)Nc1cccc(c1)F","EXACT","FOUND","Search completed!","CN(CC(=O)Nc1cccc(F)c1)C(=O)c1ccc(cc1)S(=O)(=O)N1CCCC1","MolPort-004-120-635",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-120-635"
"Cc1ccc(cc1)C=NN1CCN(CC1)Cc1ccc(cc1C)C","EXACT","FOUND","Search completed!","Cc1ccc(C=NN2CCN(Cc3ccc(C)cc3C)CC2)cc1","MolPort-007-557-978",100,100,"https://www.molport.com/shop/molecule-link/MolPort-007-557-978"
