"Query String","Search Type","Search Result","Search Result Message","Canonical SMILES","MolPort ID","Verified amount (mg)","Unverified amount (mg)","Link"
"CN(CCCn1c(=O)nc(c2c1CCCC2)SCC(=O)Nc1cccc(c1)C)C","EXACT","FOUND","Search completed!","CN(C)CCCn1c2CCCCc2c(SCC(=O)Nc2cccc(C)c2)nc1=O","MolPort-003-151-994",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-151-994"
"CCOC(=O)c1ccc(cc1)S(=O)(=O)NCc1cccnc1N(C)C","EXACT","FOUND","Search completed!","CCOC(=O)c1ccc(cc1)S(=O)(=O)NCc1cccnc1N(C)C","MolPort-009-310-499",40,40,"https://www.molport.com/shop/molecule-link/MolPort-009-310-499"
"O=C1CC(C)(C)CC(=O)C1=NNc1c(F)cccc1F","EXACT","FOUND","Search completed!","CC1(C)CC(=O)C(=NNc2c(F)cccc2F)C(=O)C1","MolPort-002-895-402",1500,1500,"https://www.molport.com/shop/molecule-link/MolPort-002-895-402"
"COc1ccccc1C(=O)NC(=O)COc1cc(Cl)ccc1Cl","EXACT","FOUND","Search completed!","COc1ccccc1C(=O)NC(=O)COc1cc(Cl)ccc1Cl","MolPort-009-209-398",100,100,"https://www.molport.com/shop/molecule-link/MolPort-009-209-398"
"Cc1nnc(s1)NC(=O)c1cc(=O)c2c(o1)c(C)c(cc2)C","EXACT","FOUND","Search completed!","Cc1nnc(NC(=O)c2cc(=O)c3ccc(C)c(C)c3o2)s1","MolPort-000-521-936",100,100,"https://www.molport.com/shop/molecule-link/MolPort-000-521-936"
"O=C(NC(c1ccccc1)C)CN1CCN(CC1)S(=O)(=O)c1cc(C)ccc1C","EXACT","FOUND","Search completed!","CC(NC(=O)CN1CCN(CC1)S(=O)(=O)c1cc(C)ccc1C)c1ccccc1","MolPort-004-112-503",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-112-503"
"O=C(c1cc[nH]n1)N1CCC(CC1)Nc1ccc(nn1)C","EXACT","FOUND","Search completed!","Cc1ccc(NC2CCN(CC2)C(=O)c2cc[nH]n2)nn1","MolPort-020-021-751",50,50,"https://www.molport.com/shop/molecule-link/MolPort-020-021-751"
"CCOc1ccc(cc1CN1C(=O)NC(C1=O)(C)C1CC1)C(=O)C","EXACT","FOUND","Search completed!","CCOc1ccc(cc1CN1C(=O)NC(C)(C2CC2)C1=O)C(C)=O","MolPort-004-076-079",75,75,"https://www.molport.com/shop/molecule-link/MolPort-004-076-079"
"NCc1ccccc1CS(=O)(=O)N1CCOCC1","EXACT","FOUND","Search completed!","NCc1ccccc1CS(=O)(=O)N1CCOCC1","MolPort-002-471-023",10000,10000,"https://www.molport.com/shop/molecule-link/MolPort-002-471-023"
"COc1ccc(c(c1)[N+](=O)[O-])NC(=O)COc1ccc(cc1Cl)Cl","EXACT","FOUND","Search completed!","COc1ccc(NC(=O)COc2ccc(Cl)cc2Cl)c(c1)[N+]([O-])=O","MolPort-002-145-827",400,400,"https://www.molport.com/shop/molecule-link/MolPort-002-145-827"
"Clc1ccc(cc1)/C(=N/N1CCN(CC1)Cc1ccccc1)/C","ISOMER","FOUND","Search completed!","C\C(=N\N1CCN(Cc2ccccc2)CC1)c1ccc(Cl)cc1","MolPort-001-823-322",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-823-322"
"O1CCN(CC1)c1nsnc1OCc1ccccc1","EXACT","FOUND","Search completed!","C(Oc1nsnc1N1CCOCC1)c1ccccc1","MolPort-000-466-441",20,20,"https://www.molport.com/shop/molecule-link/MolPort-000-466-441"
"[O-][N+](=O)c1c(C)c(N)c(c(c1C)[N+](=O)[O-])C","EXACT","FOUND","Search completed!","Cc1c(N)c(C)c(c(C)c1[N+]([O-])=O)[N+]([O-])=O","MolPort-001-934-011",400,400,"https://www.molport.com/shop/molecule-link/MolPort-001-934-011"
"O=C(c1c(O)c2ccccc2n(c1=O)C)Nc1nccs1","EXACT","FOUND","Search completed!","Cn1c2ccccc2c(O)c(C(=O)Nc2nccs2)c1=O","MolPort-001-731-763",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-731-763"
"O1CCN(CC1)Cc1nc2ccccc2c2n1c1ccccc1n2","EXACT","FOUND","Search completed!","C(N1CCOCC1)c1nc2ccccc2c2nc3ccccc3n12","MolPort-000-271-980",600,600,"https://www.molport.com/shop/molecule-link/MolPort-000-271-980"
"COc1ccc(cc1NC(C(=O)c1c[nH]c2c1cccc2)C)C","EXACT","FOUND","Search completed!","COc1ccc(C)cc1NC(C)C(=O)c1c[nH]c2ccccc12","MolPort-005-557-982",100,100,"https://www.molport.com/shop/molecule-link/MolPort-005-557-982"
"O=C(C1=C(O)[C@H]2[C@]34[C@](C1)(O)[C@@H](Cc1c4c(O2)c(O)cc1)N(CC3)CC1CC1)NC(c1onc(n1)c1ccccc1)(C)C","EXACT","FOUND","Search completed!","CC(C)(NC(=O)C1=C(O)[C@@H]2Oc3c4c(C[C@H]5N(CC6CC6)CC[C@@]24[C@@]5(O)C1)ccc3O)c1nc(no1)-c1ccccc1","MolPort-046-590-015",0,0,"https://www.molport.com/shop/molecule-link/MolPort-046-590-015"
"COc1ccccc1N1CCN(CC1)CCCCN1C(=O)c2c(C1=O)cccc2.Br","EXACT","FOUND","Search completed!","Br.COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1","MolPort-003-958-974",200,250,"https://www.molport.com/shop/molecule-link/MolPort-003-958-974"
"COCCCNC(=O)CN(S(=O)(=O)C)c1cc(ccc1Cl)C(F)(F)F","EXACT","FOUND","Search completed!","COCCCNC(=O)CN(c1cc(ccc1Cl)C(F)(F)F)S(C)(=O)=O","MolPort-002-222-665",200,200,"https://www.molport.com/shop/molecule-link/MolPort-002-222-665"
"CC(CC(=O)Nc1ccc(cc1)N1CCOCC1)C","EXACT","FOUND","Search completed!","CC(C)CC(=O)Nc1ccc(cc1)N1CCOCC1","MolPort-002-850-474",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-850-474"
"CCN(CCCCN1c2ccccc2Sc2c1cccc2)CC.Cl","EXACT","FOUND","Search completed!","Cl.CCN(CC)CCCCN1c2ccccc2Sc2ccccc12","MolPort-002-137-939",5,5,"https://www.molport.com/shop/molecule-link/MolPort-002-137-939"
"COc1ccc(cc1)CNC(=O)CN(S(=O)(=O)c1ccc(s1)Br)C","EXACT","FOUND","Search completed!","COc1ccc(CNC(=O)CN(C)S(=O)(=O)c2ccc(Br)s2)cc1","MolPort-007-611-616",2,2,"https://www.molport.com/shop/molecule-link/MolPort-007-611-616"
"Fc1cccc(c1)C1(N)CCCCC1.[Cl-]","EXACT","FOUND","Search completed!","NC1(CCCCC1)c1cccc(F)c1","MolPort-013-255-627",40000,40000,"https://www.molport.com/shop/molecule-link/MolPort-013-255-627"
"Fc1cccc(c1)C1(N)CCCCC1.Cl","EXACT","FOUND","Search completed!","NC1(CCCCC1)c1cccc(F)c1","MolPort-013-255-627",40000,40000,"https://www.molport.com/shop/molecule-link/MolPort-013-255-627"
"CC(NC(=O)C1(CC1)c1ccccc1)Cn1cncc1","EXACT","FOUND","Search completed!","CC(Cn1ccnc1)NC(=O)C1(CC1)c1ccccc1","MolPort-020-112-762",100,100,"https://www.molport.com/shop/molecule-link/MolPort-020-112-762"
"CC(=O)NC(=O)c1cc2cc(Cl)cc(c2oc1=Nc1ccc(cc1)F)Cl","ISOMER","FOUND","Search completed!","CC(=O)NC(=O)c1cc2cc(Cl)cc(Cl)c2o\c1=N/c1ccc(F)cc1","MolPort-003-717-805",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-717-805"
"CCCc1n[nH]c2c1C(C(=C(O2)N)C#N)c1ccc(cc1OC)OC","EXACT","FOUND","Search completed!","CCCc1n[nH]c2OC(N)=C(C#N)C(c12)c1ccc(OC)cc1OC","MolPort-000-437-367",400,400,"https://www.molport.com/shop/molecule-link/MolPort-000-437-367"
"Clc1ccc2c(c1)C(=NCc1n2cnn1)c1ccccc1Cl","EXACT","FOUND","Search completed!","Clc1ccc-2c(c1)C(=NCc1nncn-21)c1ccccc1Cl","MolPort-002-800-934",500,500,"https://www.molport.com/shop/molecule-link/MolPort-002-800-934"
"Clc1ccc(cc1)c1nnn[nH]1","EXACT","FOUND","Search completed!","Clc1ccc(cc1)-c1nn[nH]n1","MolPort-001-002-696",100000,100000,"https://www.molport.com/shop/molecule-link/MolPort-001-002-696"
"O=C(Nc1ncccc1C)Nc1cccc(c1)F","EXACT","FOUND","Search completed!","Cc1cccnc1NC(=O)Nc1cccc(F)c1","MolPort-001-890-811",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-890-811"
"CCOC(=O)c1cnc2n(c1=O)ccc(c2)C","EXACT","FOUND","Search completed!","CCOC(=O)c1cnc2cc(C)ccn2c1=O","MolPort-001-909-904",1000,10000,"https://www.molport.com/shop/molecule-link/MolPort-001-909-904"
"O=C1N(Cc2cccnc2)C(=O)C2C1CC1=C(C2)CCCC1(C)C","EXACT","FOUND","Search completed!","CC1(C)CCCC2=C1CC1C(C2)C(=O)N(Cc2cccnc2)C1=O","MolPort-002-087-709",10,10,"https://www.molport.com/shop/molecule-link/MolPort-002-087-709"
"COC(=O)c1ccc(c(c1)NC(=O)COc1ccc(cc1)C12CC3CC(C2)CC(C1)C3)O","EXACT","FOUND","Search completed!","COC(=O)c1ccc(O)c(NC(=O)COc2ccc(cc2)C23CC4CC(CC(C4)C2)C3)c1","MolPort-003-791-494",3,100,"https://www.molport.com/shop/molecule-link/MolPort-003-791-494"
"CC1CCN(CC1)S(=O)(=O)c1csc(c1)C(=O)Nc1ccccc1","EXACT","FOUND","Search completed!","CC1CCN(CC1)S(=O)(=O)c1csc(c1)C(=O)Nc1ccccc1","MolPort-002-008-080",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-008-080"
"[O-][N+](=O)c1cccc2c1ncc(c2O)C(=O)O","EXACT","FOUND","Search completed!","OC(=O)c1cnc2c(cccc2c1O)[N+]([O-])=O","MolPort-002-486-320",2500,2500,"https://www.molport.com/shop/molecule-link/MolPort-002-486-320"
"O=C(Cc1coc2c1ccc(c2)C)OCc1csc(n1)C","EXACT","FOUND","Search completed!","Cc1nc(COC(=O)Cc2coc3cc(C)ccc23)cs1","MolPort-004-166-326",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-166-326"
"O=C(NCc1ccccc1Cl)CCCn1c(=O)c2ccccc2n(c1=O)Cc1ccc(cc1)Cl","EXACT","FOUND","Search completed!","Clc1ccc(Cn2c3ccccc3c(=O)n(CCCC(=O)NCc3ccccc3Cl)c2=O)cc1","MolPort-007-609-435",100,100,"https://www.molport.com/shop/molecule-link/MolPort-007-609-435"
"Clc1ccc(c(c1)Cl)c1csc(n1)Nc1ccc(cc1)S(=O)(=O)N","EXACT","FOUND","Search completed!","NS(=O)(=O)c1ccc(Nc2nc(cs2)-c2ccc(Cl)cc2Cl)cc1","MolPort-002-275-102",20,20,"https://www.molport.com/shop/molecule-link/MolPort-002-275-102"
"CCOC(=O)C(N1CC(=O)N(C1=O)c1ccccc1)C","EXACT","FOUND","Search completed!","CCOC(=O)C(C)N1CC(=O)N(C1=O)c1ccccc1","MolPort-002-103-165",10,10,"https://www.molport.com/shop/molecule-link/MolPort-002-103-165"
"COc1ccc(cc1NC(=O)CCCOc1cc(=O)n(c2c1cccc2)C)C","EXACT","FOUND","Search completed!","COc1ccc(C)cc1NC(=O)CCCOc1cc(=O)n(C)c2ccccc12","MolPort-007-642-042",20,20,"https://www.molport.com/shop/molecule-link/MolPort-007-642-042"
"Oc1ccc(cc1)N1CCN(CC1)c1ccc(nc1)[N+](=O)[O-]","EXACT","FOUND","Search completed!","Oc1ccc(cc1)N1CCN(CC1)c1ccc(nc1)[N+]([O-])=O","MolPort-028-826-406",100,100,"https://www.molport.com/shop/molecule-link/MolPort-028-826-406"
"O=C(c1ccccc1NC(=O)c1ccccc1I)NC(c1ccccc1)C","EXACT","FOUND","Search completed!","CC(NC(=O)c1ccccc1NC(=O)c1ccccc1I)c1ccccc1","MolPort-002-288-393",50,50,"https://www.molport.com/shop/molecule-link/MolPort-002-288-393"
"O=C(N1CCN(CC1)c1scc(n1)C)CCc1nccs1","EXACT","FOUND","Search completed!","Cc1csc(n1)N1CCN(CC1)C(=O)CCc1nccs1","MolPort-020-123-751",100,100,"https://www.molport.com/shop/molecule-link/MolPort-020-123-751"
"CSCC[C@@H](C(=O)NCC1CCC(CC1)C(=O)O)NC(=O)[C@@H](n1c(=O)[nH]c2c(c1=O)cccc2)Cc1ccccc1","ISOMER","FOUND","Search completed!","CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)NCC1CC[C@@H](CC1)C(O)=O","MolPort-002-533-982",300,300,"https://www.molport.com/shop/molecule-link/MolPort-002-533-982"
"OC(=O)C[C@@H]1CC[C@H](CC1)c1ccc(cc1)c1cnc2n(c1N)ncc2","EXACT","FOUND","Search completed!","Nc1c(cnc2ccnn12)-c1ccc(cc1)[C@H]1CC[C@H](CC(O)=O)CC1","MolPort-035-678-705",0,100,"https://www.molport.com/shop/molecule-link/MolPort-035-678-705"
"Cc1ccc(cc1)NC(=O)Cn1cc(C(=O)c2ccc(cc2)C)c(=O)c2c1cccc2","EXACT","FOUND","Search completed!","Cc1ccc(NC(=O)Cn2cc(C(=O)c3ccc(C)cc3)c(=O)c3ccccc23)cc1","MolPort-003-072-543",50,50,"https://www.molport.com/shop/molecule-link/MolPort-003-072-543"
"O=C(C(c1ccccc1)NS(=O)(=O)c1ccc(cc1)C)Oc1ccc2c(c1)oc(=O)cc2","EXACT","FOUND","Search completed!","Cc1ccc(cc1)S(=O)(=O)NC(C(=O)Oc1ccc2ccc(=O)oc2c1)c1ccccc1","MolPort-001-829-989",200,200,"https://www.molport.com/shop/molecule-link/MolPort-001-829-989"
"S=C(Nc1ccc(cc1)C)NNC(=O)c1ccncc1","EXACT","FOUND","Search completed!","Cc1ccc(NC(=S)NNC(=O)c2ccncc2)cc1","MolPort-002-480-749",1000,1000,"https://www.molport.com/shop/molecule-link/MolPort-002-480-749"
"O=C1CCC(N1Cc1ccccc1Cl)C(=O)NC(c1ccccc1)C","EXACT","FOUND","Search completed!","CC(NC(=O)C1CCC(=O)N1Cc1ccccc1Cl)c1ccccc1","MolPort-007-938-143",15,15,"https://www.molport.com/shop/molecule-link/MolPort-007-938-143"
"CCN=C(NNC(=O)c1ccccc1Cl)S","EXACT","FOUND","Search completed!","CCNC(=S)NNC(=O)c1ccccc1Cl","MolPort-001-497-955",400,400,"https://www.molport.com/shop/molecule-link/MolPort-001-497-955"
"Clc1ccccc1c1noc(c1)CS(=O)(=O)c1ccccc1","EXACT","FOUND","Search completed!","Clc1ccccc1-c1cc(CS(=O)(=O)c2ccccc2)on1","MolPort-002-874-821",600,600,"https://www.molport.com/shop/molecule-link/MolPort-002-874-821"
"O=C(C1CCN(CC1)C(=O)c1ccccc1C)Nc1ccccc1Cl","EXACT","FOUND","Search completed!","Cc1ccccc1C(=O)N1CCC(CC1)C(=O)Nc1ccccc1Cl","MolPort-002-088-802",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-088-802"
"C=CCc1ccc(c(c1)OC)OCCCCOc1ccc(cc1)C(=O)O","EXACT","FOUND","Search completed!","COc1cc(CC=C)ccc1OCCCCOc1ccc(cc1)C(O)=O","MolPort-002-204-885",75,75,"https://www.molport.com/shop/molecule-link/MolPort-002-204-885"
"Nc1sc(c(n1)c1ccccc1)C(C)(C)C","EXACT","FOUND","Search completed!","CC(C)(C)c1sc(N)nc1-c1ccccc1","MolPort-002-156-156",20,10000,"https://www.molport.com/shop/molecule-link/MolPort-002-156-156"
"Cc1nn(c2c1cc1c(n2c2ccccc2F)nc(=O)n(c1=O)C)c1ccccc1","EXACT","FOUND","Search completed!","Cc1nn(-c2ccccc2)c2n(-c3ccccc3F)c3nc(=O)n(C)c(=O)c3cc12","MolPort-002-587-918",300,300,"https://www.molport.com/shop/molecule-link/MolPort-002-587-918"
"Cc1cccc(c1)NC(=O)c1oc2c(c1NC(=O)c1cc(=O)c3c(o1)cc(cc3)C)cccc2","EXACT","FOUND","Search completed!","Cc1cccc(NC(=O)c2oc3ccccc3c2NC(=O)c2cc(=O)c3ccc(C)cc3o2)c1","MolPort-000-522-535",100,100,"https://www.molport.com/shop/molecule-link/MolPort-000-522-535"
"OC(COc1ccccc1)CNCc1c(C)nn(c1N(C)C)C.Cl","EXACT","FOUND","Search completed!","Cl.CN(C)c1c(CNCC(O)COc2ccccc2)c(C)nn1C","MolPort-019-677-943",100,100,"https://www.molport.com/shop/molecule-link/MolPort-019-677-943"
"CCOc1ccc(cc1)c1cnc(nc1N)S","EXACT","FOUND","Search completed!","CCOc1ccc(cc1)-c1cnc(S)nc1N","MolPort-001-930-531",200,200,"https://www.molport.com/shop/molecule-link/MolPort-001-930-531"
"O=C(Nc1sc2c(c1C(=O)N)CCCCC2)CCC1CCCCC1","EXACT","FOUND","Search completed!","NC(=O)c1c(NC(=O)CCC2CCCCC2)sc2CCCCCc12","MolPort-001-503-734",400,400,"https://www.molport.com/shop/molecule-link/MolPort-001-503-734"
"c1ccc(cn1)CN1CCOC(C1)c1ncn2c1cccc2C1CC1.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F","EXACT","FOUND","Search completed!","OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.C(N1CCOC(C1)c1ncn2c(cccc12)C1CC1)c1cccnc1","MolPort-047-203-131",0,25,"https://www.molport.com/shop/molecule-link/MolPort-047-203-131"
"COC(=O)COc1ccc(nn1)Oc1nc(nc(n1)N1CCOCC1)NC(C)(C)C","EXACT","FOUND","Search completed!","COC(=O)COc1ccc(Oc2nc(NC(C)(C)C)nc(n2)N2CCOCC2)nn1","MolPort-002-264-478",100,100,"https://www.molport.com/shop/molecule-link/MolPort-002-264-478"
"COc1ccc(cc1)Oc1ccc(cc1C(=O)Nc1ccc(cc1)S(=O)(=O)N)[N+](=O)[O-]","EXACT","FOUND","Search completed!","COc1ccc(Oc2ccc(cc2C(=O)Nc2ccc(cc2)S(N)(=O)=O)[N+]([O-])=O)cc1","MolPort-002-902-011",4100,4100,"https://www.molport.com/shop/molecule-link/MolPort-002-902-011"
"O=C(N1CCCCC1Cn1nc(cc1C)C)CCc1ccncc1","EXACT","FOUND","Search completed!","Cc1cc(C)n(CC2CCCCN2C(=O)CCc2ccncc2)n1","MolPort-020-024-918",100,100,"https://www.molport.com/shop/molecule-link/MolPort-020-024-918"
"C1OC(Cn2cccn2)CN(C1)Cc1nc2c(s1)cccc2","EXACT","FOUND","Search completed!","C(C1CN(Cc2nc3ccccc3s2)CCO1)n1cccn1","MolPort-020-032-144",75,75,"https://www.molport.com/shop/molecule-link/MolPort-020-032-144"
"OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCN1CCn2c(C31CCN(CC3)C(=O)C(C)C)ncc2C","EXACT","FOUND","Search completed!","OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CCN1CCn2c(C)cnc2C11CCN(CC1)C(=O)C(C)C","MolPort-047-694-073",0,25,"https://www.molport.com/shop/molecule-link/MolPort-047-694-073"
"Nc1ncc(c(c1)C(F)(F)F)c1cc(nc(n1)N1CCOCC1)N1CCOCC1.Cl","EXACT","FOUND","Search completed!","Nc1cc(c(cn1)-c1cc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F","MolPort-023-293-494",125000,125000,"https://www.molport.com/shop/molecule-link/MolPort-023-293-494"
"O=C1/C(=C/c2cccnc2)/Oc2c1ccc(c2)OS(=O)(=O)C","EXACT","FOUND","Search completed!","CS(=O)(=O)Oc1ccc2C(=O)\C(Oc2c1)=C\c1cccnc1","MolPort-000-254-012",300,300,"https://www.molport.com/shop/molecule-link/MolPort-000-254-012"
"CC(=NNC(=O)c1[nH]nc2c1CCCC2)c1ccc(cc1)[N+](=O)[O-]","ISOMER","FOUND","Search completed!","C\C(=N/NC(=O)c1n[nH]c2CCCCc12)c1ccc(cc1)[N+]([O-])=O","MolPort-002-167-997",50,50,"https://www.molport.com/shop/molecule-link/MolPort-002-167-997"
"CSc1ccc(o1)C(=O)N1CCOCC1c1c(C)n[nH]c1C","EXACT","FOUND","Search completed!","CSc1ccc(o1)C(=O)N1CCOCC1c1c(C)n[nH]c1C","MolPort-028-938-548",15,15,"https://www.molport.com/shop/molecule-link/MolPort-028-938-548"
"CC(C(=O)NC1CCCCC1)Sc1nnc(s1)C","EXACT","FOUND","Search completed!","CC(Sc1nnc(C)s1)C(=O)NC1CCCCC1","MolPort-003-323-598",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-323-598"
"Clc1cc(cnc1NCCNC(=O)c1cccc(c1C)[N+](=O)[O-])C(F)(F)F","EXACT","FOUND","Search completed!","Cc1c(cccc1[N+]([O-])=O)C(=O)NCCNc1ncc(cc1Cl)C(F)(F)F","MolPort-004-141-449",100,100,"https://www.molport.com/shop/molecule-link/MolPort-004-141-449"
"OCCN(C1=NS(=O)(=O)c2c1cccc2)/N=C/c1ccc(cc1)N(C)C","EXACT","FOUND","Search completed!","CN(C)c1ccc(\C=N\N(CCO)C2=NS(=O)(=O)c3ccccc23)cc1","MolPort-001-619-288",300,300,"https://www.molport.com/shop/molecule-link/MolPort-001-619-288"
"CCN(CC(=O)NCC1(CCOCC1)c1ccccc1)CC.Cl","EXACT","FOUND","Search completed!","CCN(CC)CC(=O)NCC1(CCOCC1)c1ccccc1","MolPort-001-974-906",300,300,"https://www.molport.com/shop/molecule-link/MolPort-001-974-906"
"Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCC1","EXACT","FOUND","Search completed!","Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)C1CCC1","MolPort-004-142-410",200,200,"https://www.molport.com/shop/molecule-link/MolPort-004-142-410"
"COc1ccc(cc1)NC(=O)CN1C(=O)CC(Sc2c1cccc2)c1ccco1","EXACT","FOUND","Search completed!","COc1ccc(NC(=O)CN2c3ccccc3SC(CC2=O)c2ccco2)cc1","MolPort-003-045-600",15,15,"https://www.molport.com/shop/molecule-link/MolPort-003-045-600"
"C1CN2CCCc3c2c(C1)ccc3","EXACT","FOUND","Search completed!","C1CN2CCCc3cccc(C1)c23","MolPort-001-781-699",600000,600000,"https://www.molport.com/shop/molecule-link/MolPort-001-781-699"
"OC(=O)C(F)(F)F.O=C(N1CCn2c(C1)nc(c2)Cn1cccn1)CC1CC1","EXACT","FOUND","Search completed!","OC(=O)C(F)(F)F.O=C(CC1CC1)N1CCn2cc(Cn3cccn3)nc2C1","MolPort-047-227-268",0,25,"https://www.molport.com/shop/molecule-link/MolPort-047-227-268"
"CCC(C(=O)Oc1ccc2c(c1)oc(=O)c1c2CCC1)NC(=O)OC(C)(C)C","EXACT","FOUND","Search completed!","CCC(NC(=O)OC(C)(C)C)C(=O)Oc1ccc2c3CCCc3c(=O)oc2c1","MolPort-002-604-815",300,300,"https://www.molport.com/shop/molecule-link/MolPort-002-604-815"
"C[C@H]1[C@@H](O[C@H]2[C@@]34[C@H]1CC[C@H]([C@@H]4CC[C@](O2)(OO3)C)C)N1CCS(=O)(=O)CC1","EXACT","FOUND","Search completed!","C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4)N1CCS(=O)(=O)CC1","MolPort-046-697-122",0,100,"https://www.molport.com/shop/molecule-link/MolPort-046-697-122"
"S=C(Nc1ccc(cc1)Br)NC(=O)C","EXACT","FOUND","Search completed!","CC(=O)NC(=S)Nc1ccc(Br)cc1","MolPort-001-582-094",100,100,"https://www.molport.com/shop/molecule-link/MolPort-001-582-094"
"O=C(C1=C(C)N=C2C(=C(O)CC(C2)(C)C)C1c1ccccc1)OC1CCCC1","EXACT","FOUND","Search completed!","CC1=C(C(C2=C(CC(C)(C)CC2=O)N1)c1ccccc1)C(=O)OC1CCCC1","MolPort-000-915-165",100,100,"https://www.molport.com/shop/molecule-link/MolPort-000-915-165"
"O=C1C[C@]2(C)CC(COc3ccc4c(c3)CC(=O)C=C4)C(=CC2C(C1)(C)C)C","EXACT","FOUND","Search completed!","CC1=CC2C(C)(C)CC(=O)C[C@]2(C)CC1COc1ccc2ccc(O)cc2c1","MolPort-002-932-249",3,3,"https://www.molport.com/shop/molecule-link/MolPort-002-932-249"
"OC(=O)c1ccc(cc1O)NS(=O)(=O)c1cccc2c1cccc2","EXACT","FOUND","Search completed!","OC(=O)c1ccc(NS(=O)(=O)c2cccc3ccccc23)cc1O","MolPort-000-628-599",75,75,"https://www.molport.com/shop/molecule-link/MolPort-000-628-599"
"COc1ccccc1N1CCN(CC1)C(=O)c1c(C)onc1c1c(F)cccc1Cl","EXACT","FOUND","Search completed!","COc1ccccc1N1CCN(CC1)C(=O)c1c(C)onc1-c1c(F)cccc1Cl","MolPort-003-811-142",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-811-142"
"OC(CN1CCC(CC1)c1[nH]ncc1)COCc1ccccc1Cl","EXACT","FOUND","Search completed!","OC(COCc1ccccc1Cl)CN1CCC(CC1)c1ccn[nH]1","MolPort-019-677-359",15,15,"https://www.molport.com/shop/molecule-link/MolPort-019-677-359"
"CCOc1ccc(cc1)C(=NNC(=O)c1ccc(cc1)CN1CCOCC1)C","ISOMER","FOUND","Search completed!","CCOc1ccc(cc1)C(\C)=N\NC(=O)c1ccc(CN2CCOCC2)cc1","MolPort-003-002-765",100,100,"https://www.molport.com/shop/molecule-link/MolPort-003-002-765"
"OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CNC(=O)CN1CCOCC2(C1)CCCN(C2)Cc1cscc1","EXACT","FOUND","Search completed!","OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.CNC(=O)CN1CCOCC2(CCCN(Cc3ccsc3)C2)C1","MolPort-047-162-360",0,25,"https://www.molport.com/shop/molecule-link/MolPort-047-162-360"
"COc1cccc(c1)NC(=O)C(c1ccccc1)NCCc1ccc(cc1)S(=O)(=O)N","EXACT","FOUND","Search completed!","COc1cccc(NC(=O)C(NCCc2ccc(cc2)S(N)(=O)=O)c2ccccc2)c1","MolPort-005-838-261",200,200,"https://www.molport.com/shop/molecule-link/MolPort-005-838-261"
"COc1ccc(cc1C(=O)NC1CCCc2c1cnn2c1cc(C)cc(c1)C)OC","EXACT","FOUND","Search completed!","COc1ccc(OC)c(c1)C(=O)NC1CCCc2c1cnn2-c1cc(C)cc(C)c1","MolPort-005-108-950",25,25,"https://www.molport.com/shop/molecule-link/MolPort-005-108-950"
"CCc1ccc(cc1)NC(=O)c1nnn(c1N)Cc1cccc(c1)C(F)(F)F","EXACT","FOUND","Search completed!","CCc1ccc(NC(=O)c2nnn(Cc3cccc(c3)C(F)(F)F)c2N)cc1","MolPort-007-642-821",30,30,"https://www.molport.com/shop/molecule-link/MolPort-007-642-821"
"COc1cccc(c1)C(=O)NCC(c1ccco1)N1CCOCC1","EXACT","FOUND","Search completed!","Cl.COc1cccc(c1)C(=O)NCC(N1CCOCC1)c1ccco1","MolPort-008-820-743",100,100,"https://www.molport.com/shop/molecule-link/MolPort-008-820-743"
"O=C(Cn1nc(cc1C)C)Nc1ccc(cc1)C(=O)C","EXACT","FOUND","Search completed!","CC(=O)c1ccc(NC(=O)Cn2nc(C)cc2C)cc1","MolPort-003-714-722",400,400,"https://www.molport.com/shop/molecule-link/MolPort-003-714-722"
